sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter
Symphyotrichum cordifolium,1576,"heart leaf,blue wood aster",SYCO4,,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2.0,4.0,,,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,40483,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,True,False,Purple,True,Gray-Green,Moderate,Moderate,Medium,Brown,False,Rhizomatous,Moderate,5.0,False,False,Short,False,None,False,Erect,None,Medium,,True,False,True,None,Medium,False,Medium,Medium,High,90,None,Low,7.5,5.7,11000,2700,50,16,10,None,Intolerant,-38,Summer,Contracting Only,Medium,Fall,Fall,True,True,False,False,False,False,True,False,False,False,Slow,Low,False,Moderate,2000000,True,True,True,False
Symphyotrichum laeve,1577,"blue bird,smooth aster",SYLA3,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,1.5,3.0,,,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,40672,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Symphyotrichum lateriflorum,1578,"calico,starved aster ",SYLAL7,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,1.0,5.0,,,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,40703,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,True,False,White,True,Green,Porous,Porous,Coarse,Brown,False,Single Crown,Moderate,5.0,False,False,Short,False,None,False,Semi-Erect,None,Medium,,True,True,True,None,Medium,False,Medium,Low,None,120,None,Medium,7.5,5.2,11000,2700,60,26,10,None,Intolerant,-38,Summer,Routinely Available,Medium,Summer,Winter,True,True,False,True,False,True,True,False,True,False,Slow,Low,False,Slow,800000,True,True,True,False
Symphyotrichum novae-angliae,1579,New England aster,SYNO2,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,3.0,6.0,,,False,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False,40770,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Symphyotrichum novi-belgii,1580,New York aster,SYNON,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,3.0,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,40782,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Moderate,None,False,True,False,Purple,True,Green,Porous,Porous,Fine,Brown,False,Rhizomatous,Moderate,6.0,False,False,Short,False,None,False,Erect,None,Medium,,False,True,True,Medium,Low,False,Low,Low,High,180,None,High,7.0,5.5,11000,2700,60,40,10,None,Intolerant,-33,Summer,Routinely Available,Medium,Fall,Fall,True,True,False,True,False,True,True,False,False,False,Slow,Low,False,Moderate,700000,True,True,True,False
Symphyotrichum oblongifolium,1633,aromatic aster,SYOB,True,,,True,True,,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False,False,False,False,False,True,True,True,False,1.0,3.0,2.0,4,,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,40799,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Symphyotrichum patens,,Late Purple Aster,SYPA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,40835,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Symphyotrichum pilosum,1581,"white heath,frost aster",SYPIP3,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,2.0,3.5,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,40863,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Moderate,None,False,True,False,Purple,True,Green,Porous,Porous,Medium,Brown,False,Rhizomatous,Moderate,3.0,False,False,Short,False,None,False,Erect,None,Medium,,False,False,True,Medium,Low,False,Medium,Low,High,110,None,Medium,7.0,5.4,11000,2700,50,28,10,None,Tolerant,-33,Late Summer,No Known Source,Medium,Fall,Fall,True,True,False,True,False,True,True,False,False,False,Slow,Low,False,Rapid,700000,True,True,True,False
Symphyotrichum puniceum,1582,"swamp,purplestem aster",SYPUP,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.5,6.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,40911,Dicot,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,True,False,Blue,True,Green,Moderate,Porous,Medium,Brown,False,Rhizomatous,Slow,8.1,False,False,Moderate,False,None,False,Erect,None,Medium,,False,True,True,High,Low,False,Low,Medium,Medium,90,None,High,7.5,4.5,11000,2700,25,17,10,None,Intolerant,-35,Fall,Routinely Available,Medium,Fall,Fall,False,True,False,False,False,False,True,False,True,False,Slow,Medium,False,Slow,700000,True,True,True,False
Taraxacum officinale,1584,common dandelion,TAOF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,41140,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,True,False,False,False,Low,,,Moderate,None,False,False,False,Yellow,True,Green,Porous,Porous,Coarse,Brown,False,Single Crown,Rapid,0.5,False,False,Short,False,None,False,Prostrate,None,Low,,True,True,True,None,Low,False,Medium,Low,,100,None,Medium,7.5,4.8,,,55,12,6,None,Intermediate,-38,Early Spring,Routinely Available,High,Spring,Summer,False,False,False,False,False,False,True,False,False,False,Rapid,High,False,None,562480,True,False,True,False
Teucrium canadense,1585,"Canada,American germander",TECA3,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,2.0,3.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,46862,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Purple,True,White-Gray,Porous,Porous,Medium,Brown,False,Single Stem,Moderate,3.3,False,False,Moderate,False,None,False,Erect,None,,,False,True,True,High,Medium,False,Low,Medium,Low,120,None,High,8.0,4.5,19360,3450,60,20,4,Low,Intermediate,-43,Summer,Routinely Available,Medium,Summer,Fall,False,False,True,True,False,False,True,False,False,False,Slow,Medium,False,None,259428,True,True,False,False
Thalictrum dioicum,1586,"clumping foamflower,early meadow rue",THDI,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,8.0,30.0,10.0,30,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,73609,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Thalictrum pubescens,1587,king of the meadow,THPU2,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,3.0,8.0,2.0,3,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,73633,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Thalictrum revolutum,1588,"early,waxy meadow rue",THRE,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,4.0,10.0,,,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,73640,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Thalictrum thalictroides,1589,rue anemone,THTH2,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,3.0,9.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,73649,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Tiarella cordifolia,1592,spreading foamflower,TICO,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,6.0,6.0,36,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False,92518,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Tradescantia virginiana,1594,Virginia spiderwort,TRVI,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1.0,3.0,1.5,2,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,17027,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Blue,True,Green,Porous,Porous,Medium,Black,False,Single Stem,Rapid,1.1,False,False,Short,False,None,False,Erect,None,,,False,True,True,None,Low,False,Medium,Low,None,100,None,Medium,8.0,4.0,19360,10912,55,25,4,None,Intermediate,-38,Spring,No Known Source,Low,Spring,Summer,False,True,False,False,False,False,True,False,False,False,Moderate,High,False,None,1750000,True,False,False,False
Trautvetteria caroliniensis,1595,"false, Carolina bugbane",TRCAC2,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2.0,4.0,,,False,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,73664,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Trichostema dichotomum,1642,"forked, common blue curls",TRDI2,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,True,,False,False,False,False,False,False,False,True,True,True,False,False,1.5,2.0,,,,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,46917,Dicot,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Trillium grandiflorum,1597,white trillium,TRGR4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8.0,18.0,,,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,29217,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Trillium erectum,,red trillium,TRER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29208,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Trillium undulatum,,painted trillium,TRUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29259,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Trillium sessile,,toadshade,TRSE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29251,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Vallisneria americana,1605,"American eelgrass,water celery,tapegrass",VAAM3,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,1.0,6.0,,,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,15946,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,,,None,False,False,True,,False,Green,,,Fine,Green,False,Stoloniferous,Rapid,1.0,False,False,Short,False,None,False,Decumbent,None,Low,,True,True,True,High,Medium,False,None,Medium,High,90,None,High,8.8,5.0,4800,2700,,,0,None,Intolerant,-33,Mid Summer,Routinely Available,Low,Summer,Summer,False,False,False,False,False,False,True,False,True,False,Moderate,Medium,False,Moderate,135000,False,True,False,False
Verbena hastata,1606,blue vervain,VEHA2,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,2.0,5.0,,,False,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,47330,Dicot,True,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Vernonia noveboracensis,1607,New York ironweed,VENO,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,4.0,6.0,24.0,36,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,41717,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Medium,False,False,False,False,Medium,,,Slow,None,False,True,False,Purple,True,Dark Green,Moderate,Porous,Medium,Brown,False,Multiple Stem,Moderate,6.6,False,False,Short,False,None,False,Erect,None,,,False,True,True,None,Medium,False,Medium,Medium,None,140,None,Medium,8.0,4.5,10912,3450,60,40,6,None,Intermediate,-33,Late Summer,Routinely Available,Low,Summer,Fall,False,False,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,300000,False,True,False,False
Vernonia glauca,,"Upland Ironweed, Broad-leaf Ironweed",VEGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41704,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Veronica americana,1608,"American speedwell,brooklime",VEAM2,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,20.0,,,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,52579,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Low,False,False,False,False,Medium,,,Slow,None,False,False,True,Blue,True,Green,Porous,Porous,Fine,Yellow,False,Rhizomatous,Rapid,0.8,False,False,Short,False,None,False,Decumbent,None,Medium,,False,True,True,Medium,Medium,False,Low,Medium,High,100,None,High,7.5,5.7,11000,4800,60,16,6,None,Tolerant,-38,Mid Summer,Routinely Available,Medium,Summer,Fall,False,True,False,False,False,True,True,False,True,False,Slow,Low,False,Moderate,300000,True,True,False,False
Viola cucullata,1615,marsh blue violet,VICU,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,4.0,6.0,4.0,6,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,69604,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Viola pedata,1616,bird's foot violet,VIPE,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,3.0,6.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,69719,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Viola pubescens,1617,yellow downy violet,VIPU3,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,9.0,12.0,,,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,69760,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Yellow,True,Dark Green,Porous,Porous,Medium,Brown,False,Rhizomatous,Moderate,1.3,False,False,Short,False,None,False,Decumbent,None,Low,,False,False,True,Low,Low,True,Medium,High,Low,120,None,Medium,7.0,6.0,11000,4800,32,24,4,None,Tolerant,-33,Early Spring,No Known Source,Low,Spring,Summer,False,True,False,False,False,True,True,False,True,False,Slow,Low,False,Slow,,True,True,False,False
Viola sororia,1618,common blue violet,VISO,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,2.0,8.0,2.0,18,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,69816,Dicot,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,,,,Moderate,None,False,False,False,Purple,True,Green,Porous,Porous,Medium,Brown,False,Rhizomatous,Moderate,0.3,False,False,Short,False,None,False,Semi-Erect,None,Low,,False,True,True,Low,High,False,Low,Medium,Low,75,None,High,7.8,6.0,43000,11000,36,10,6,None,Intermediate,-28,Mid Spring,Routinely Available,Medium,Spring,Summer,False,False,False,False,False,True,True,False,True,False,Slow,Medium,False,Slow,,True,False,False,False
Viola striata,1619,striped cream violet,VIST3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,9.0,12.0,,,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,69824,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Yucca filamentosa,1624,"common yucca,Adam's needle",YUFI,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,6.0,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,27210,Monocot,True,False,False,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Zizia aurea,1626,golden Alexander,ZIAU,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1.5,3.0,1.5,2,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,True,74665,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Acer negundo,1094,boxelder,ACNE2,,True,True,,True,True,True,,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,30.0,50.0,30.0,50,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,92814,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Low,True,False,True,False,Low,Low,Low,,None,True,True,False,White,False,Green,Dense,Porous,Coarse,Brown,True,Multiple Stem,Rapid,60.0,False,False,Short,False,None,True,Erect,None,High,35,True,True,True,Medium,High,True,High,Medium,Low,100,None,Medium,7.8,5.0,1200,300,75,15,40,Medium,Tolerant,-46,Early Spring,Routinely Available,High,Summer,Fall,False,True,False,True,False,True,True,False,False,False,Slow,Low,False,Slow,11360,True,True,False,False
Acer rubrum,1096,red maple,ACRU,,,True,,True,True,,,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,False,False,True,True,False,False,False,False,False,False,False,False,40.0,90.0,30.0,75,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,92846,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Low,True,False,True,True,Medium,Low,Medium,,None,True,True,False,Red,True,Green,Dense,Porous,Medium,Red,True,Single Stem,Rapid,68.0,False,False,Short,False,None,True,Rounded,Slight,High,35,True,True,True,Medium,High,False,Medium,Medium,Low,80,Low,High,7.3,4.7,1200,170,80,25,30,None,Intermediate,-47,Early Spring,Routinely Available,High,Spring,Spring,False,True,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,22720,True,True,False,False
Acer saccharinum,1097,silver maple,ACSA2,,True,True,,True,,True,,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,60.0,80.0,35.0,70,,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,92860,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Low,True,False,False,True,Low,Low,Medium,,None,True,True,False,Yellow,True,Green,Dense,Porous,Medium,Brown,True,Single Stem,Rapid,90.0,False,False,Moderate,False,None,True,Rounded,None,High,45,True,True,True,High,Medium,False,Low,Low,Low,120,None,Medium,7.3,4.0,700,170,70,20,32,Low,Intermediate,-47,Early Spring,Routinely Available,High,Summer,Fall,False,True,False,True,False,True,True,False,False,False,Slow,Low,False,None,1610,True,True,False,False
